TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_NAME,COLLATION_NAME
fsp-165587,dbo,tblFlightSimulator,FlightSimulatorId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblFlightSimulator,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblFlightSimulator,Name,3,,NO,varchar,100,100,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblFlightSimulator,Description,4,,NO,varchar,250,250,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblFlightSimulator,LocationId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblFlightSimulator,IsActive,6,,NO,bit,,,,,,,,
fsp-165587,dbo,tblFlightSimulator,ScheduleOrder,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblFlightSimulator,IsDeleted,8,,NO,bit,,,,,,,,
fsp-165587,dbo,tblFlightSimulator,LastModifiedTime,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblFlightSimulator,OperatorId,10,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblFlightSimulatorTypes,FlightSimulatorTypeId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblFlightSimulatorTypes,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblFlightSimulatorTypes,FlightSimulatorType,3,,NO,varchar,150,150,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblFlightSimulatorTypes,LastModifiedTime,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblFlightSimulatorTypes,OperatorId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblGatewayPagesText,CompanyId,1,,NO,char,10,10,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblGatewayPagesText,LoginPageText,2,,NO,nvarchar,1000,2000,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblGatewayPagesText,UserSignUpPageText,3,,NO,nvarchar,1000,2000,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblGatewayPagesText,LastModifiedTime,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblGatewayPagesText,OperatorId,5,,NO,char,10,10,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoiceImages,id,1,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoiceImages,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoiceImages,ContentType,3,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoiceImages,ImageSize,4,,NO,decimal,,,14,10,4,,,
fsp-165587,dbo,tblInvoiceImages,Data,5,,NO,image,2147483647,2147483647,,,,,,
fsp-165587,dbo,tblInvoiceImages,LastModifiedTime,6,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblInvoiceImages,OperatorId,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingInvoice,InvoiceId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingInvoice,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingInvoice,VisibilityStatus,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingInvoice,InvoiceStatus,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingInvoice,UserId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingInvoice,ClientName,6,,NO,nvarchar,75,150,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoice,ClientAddress,7,,NO,nvarchar,250,500,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoice,InvoiceNumber,8,,NO,nvarchar,25,50,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoice,Date,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblInvoicingInvoice,PONumber,10,,NO,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoice,Discount,11,,NO,decimal,,,4,10,2,,,
fsp-165587,dbo,tblInvoicingInvoice,Terms,12,,NO,text,2147483647,2147483647,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoice,Comments,13,,NO,text,2147483647,2147483647,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoice,TotalPayments,14,,NO,decimal,,,11,10,2,,,
fsp-165587,dbo,tblInvoicingInvoice,Total,15,,NO,decimal,,,11,10,2,,,
fsp-165587,dbo,tblInvoicingInvoice,Description,16,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoice,LastModifiedTime,17,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblInvoicingInvoice,OperatorId,18,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,InvoiceId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Sequence,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,CompanyId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,LineItemId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Name,5,,NO,varchar,75,75,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Description,6,,NO,varchar,500,500,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoiceLineItem,UnitCost,7,,NO,decimal,,,11,10,2,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Quantity,8,,NO,decimal,,,8,10,2,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Tax1Id,9,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Tax1Name,10,,NO,varchar,150,150,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Tax1Percent,11,,NO,decimal,,,6,10,4,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Tax2Id,12,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Tax2Name,13,,NO,varchar,150,150,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Tax2Percent,14,,NO,decimal,,,6,10,4,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,Cost,15,,YES,decimal,,,20,10,4,,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,LastModifiedTime,16,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblInvoicingInvoiceLineItem,OperatorId,17,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftFuelRateTypes,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftFuelRateTypes,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftFuelRateTypes,LineItemId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftFuelRateTypes,AircraftRateTypeId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftFuelRateTypes,LastModifiedTime,5,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,LineItemId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,AircraftRateTypeId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,UnitCost,5,,YES,decimal,,,15,10,6,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,AccountingProductId,6,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,AccountingProductName,7,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,DoesNotApply,8,,YES,bit,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,QBDAccountingProductId,9,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,QBDAccountingProductName,10,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItemAircraftRates,LastModifiedTime,11,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,LineItemId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,InstructionTypeId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,UnitCost,5,,YES,decimal,,,15,10,6,,,
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,AccountingProductId,6,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,AccountingProductName,7,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,DoesNotApply,8,,YES,bit,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,QBDAccountingProductId,9,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,QBDAccountingProductName,10,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItemInstructionRates,LastModifiedTime,11,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblInvoicingLineItems,LineItemId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItems,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItems,Status,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItems,Description,4,,NO,varchar,500,500,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItems,UnitCost,5,,NO,decimal,,,15,10,6,,,
fsp-165587,dbo,tblInvoicingLineItems,ParentId,6,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItems,Name,7,,NO,varchar,100,100,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItems,AccountId,8,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItems,ItemTypeId,9,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItems,ServiceTypeId,10,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItems,RentalRateTypeId,11,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItems,InstructionTypeId,12,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItems,ResourceId,13,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItems,AccountingProductId,14,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItems,AccountingProductName,15,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItems,V4LineItem,16,,YES,bit,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItems,TaxReferenceId,17,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItems,QBDAccountingProductId,18,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItems,QBDAccountingProductName,19,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblInvoicingLineItems,QBDTaxReferenceId,20,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItems,LastModifiedTime,21,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblInvoicingLineItems,OperatorId,22,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItems,FuelProductId,23,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItems,FuelUnitsPerHour,24,,YES,decimal,,,7,10,2,,,
fsp-165587,dbo,tblInvoicingLineItemTaxJoiner,LineItemId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItemTaxJoiner,TaxId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingLineItemTaxJoiner,CompanyId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingLineItemTaxJoiner,LastModifiedTime,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblInvoicingLineItemTaxJoiner,OperatorId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingPayments,PaymentId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingPayments,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblInvoicingPayments,InvoiceId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblInvoicingPayments,Date,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblInvoicingPayments,Amount,5,,NO,decimal,,,11,10,2,,,
