TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_NAME,COLLATION_NAME
fsp-165587,dbo,MaintenanceReminderResolutions,Engine4TSOH,46,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine4Prop1TTIS,47,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine4Prop1TSOH,48,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine5Tach,49,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine5Cycles,50,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine5TTIS,51,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine5TSOH,52,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine5Prop1TTIS,53,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine5Prop1TSOH,54,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine6Tach,55,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine6Cycles,56,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine6TTIS,57,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine6TSOH,58,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine6Prop1TTIS,59,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine6Prop1TSOH,60,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine7Tach,61,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine7Cycles,62,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine7TTIS,63,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine7TSOH,64,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine7Prop1TTIS,65,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine7Prop1TSOH,66,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine8Tach,67,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine8Cycles,68,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine8TTIS,69,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine8TSOH,70,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine8Prop1TTIS,71,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine8Prop1TSOH,72,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,CyclesResolvedAtDec,73,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,AircraftCyclesDec,74,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine1CyclesDec,75,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine2CyclesDec,76,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine3CyclesDec,77,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,Engine4CyclesDec,78,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderResolutions,FlightTime,79,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MaintenanceReminders,ReminderId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MaintenanceReminders,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,TemplateId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MaintenanceReminders,AircraftId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MaintenanceReminders,OneTime,6,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminders,PermanentlyComplied,7,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminders,ReminderStatus,8,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,DateLastCompleted,9,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MaintenanceReminders,DateDueAt,10,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MaintenanceReminders,DateStatus,11,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,DateDaysUntilExpiration,12,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,DateExpirationDate,13,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MaintenanceReminders,DateCurrently,14,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MaintenanceReminders,DateMessage,15,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MaintenanceReminders,TimeMeterBasedOn,16,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,TimeMeterTypeId,17,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,TimeMeterIndex,18,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,TimeLastCompleted,19,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,TimeDueAt,20,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,TimeStatus,21,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,TimeHoursToExpiration,22,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,TimeCurrently,23,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,TimeMessage,24,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MaintenanceReminders,CyclesTypeId,25,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,CyclesIndex,26,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,CyclesLastCompleted,27,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,CyclesDueAt,28,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,CyclesStatus,29,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,CyclesToExpiration,30,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,CyclesCurrently,31,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminders,CyclesMessage,32,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MaintenanceReminders,CreatedAt,33,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MaintenanceReminders,UpdatedAt,34,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MaintenanceReminders,Active,35,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminders,Stale,36,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminders,Misconfigured,37,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminders,CyclesLastCompletedDec,38,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,CyclesDueAtDec,39,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,CyclesToExpirationDec,40,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,CyclesCurrentlyDec,41,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,DateSuggestedDueAt,42,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MaintenanceReminders,TimeSuggestedDueAt,43,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,CyclesSuggestedDueAt,44,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,DateDueOverride,45,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MaintenanceReminders,TimeDueOverride,46,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminders,CyclesDueOverride,47,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderTemplates,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MaintenanceReminderTemplates,TemplateId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MaintenanceReminderTemplates,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminderTemplates,Name,4,,NO,nvarchar,150,300,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MaintenanceReminderTemplates,Active,5,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminderTemplates,OneTime,6,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminderTemplates,Overrideable,7,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminderTemplates,MaintenanceOnly,8,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminderTemplates,Notes,9,,NO,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MaintenanceReminderTemplates,DateBased,10,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminderTemplates,DateDueEvery,11,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminderTemplates,DateRecurrencePeriod,12,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminderTemplates,DateDueAtEndOfMonth,13,,YES,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminderTemplates,DateWarningPeriod,14,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminderTemplates,TimeBased,15,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminderTemplates,TimeDueEvery,16,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderTemplates,TimeWarningPeriod,17,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderTemplates,CyclesBased,18,,NO,bit,,,,,,,,
fsp-165587,dbo,MaintenanceReminderTemplates,CyclesDuesEvery,19,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminderTemplates,CyclesWarningPeriod,20,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MaintenanceReminderTemplates,CreatedAt,21,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MaintenanceReminderTemplates,UpdatedAt,22,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MaintenanceReminderTemplates,CyclesDueEveryDec,23,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MaintenanceReminderTemplates,CyclesWarningPeriodDec,24,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,MassEmailAttachments,_rowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MassEmailAttachments,MassEmailAttachmentId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MassEmailAttachments,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MassEmailAttachments,MassEmailId,4,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MassEmailAttachments,BlobExists,5,,NO,bit,,,,,,,,
fsp-165587,dbo,MassEmailAttachments,MimeType,6,,NO,nvarchar,255,510,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MassEmailAttachments,FileName,7,,NO,varchar,255,255,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MassEmailAttachments,FileSize,8,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MassEmailAttachments,CreatedAtUtc,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MassEmailAttachments,LastModifiedTime,10,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MassEmailPeopleGroupIds,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MassEmailPeopleGroupIds,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MassEmailPeopleGroupIds,MassEmailId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MassEmailPeopleGroupIds,PeopleGroupId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MassEmailPeopleGroupIds,LastModifiedTime,5,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MassEmailRoleIds,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MassEmailRoleIds,MassEmailId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MassEmailRoleIds,RoleId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MassEmailRoleIds,LastModifiedTime,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MassEmailRoleIds,OperatorId,5,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MassEmails,_rowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MassEmails,MassEmailId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MassEmails,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MassEmails,Subject,4,,NO,nvarchar,150,300,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MassEmails,Body,5,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MassEmails,IncludeInactiveUsers,6,,YES,bit,,,,,,,,
fsp-165587,dbo,MassEmails,Status,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MassEmails,Creator,8,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MassEmails,CreatedAt,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MassEmails,Sender,10,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MassEmails,SentAt,11,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MassEmails,Recipients,12,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MassEmails,FromName,13,,YES,nvarchar,150,300,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MassEmails,ReplyTo,14,,YES,nvarchar,254,508,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MassEmails,LastModifiedTime,15,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MassEmailUserIds,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MassEmailUserIds,MassEmailId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MassEmailUserIds,UserId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MassEmailUserIds,LastModifiedTime,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MassEmailUserIds,OperatorId,5,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MeetingRooms,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MeetingRooms,MeetingRoomId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MeetingRooms,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MeetingRooms,Name,4,,NO,varchar,100,100,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MeetingRooms,Description,5,,NO,varchar,250,250,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MeetingRooms,LocationId,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MeetingRooms,IsActive,7,,NO,bit,,,,,,,,
fsp-165587,dbo,MeetingRooms,IsDeleted,8,,NO,bit,,,,,,,,
fsp-165587,dbo,MeetingRooms,ScheduleOrder,9,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MeetingRooms,LastModifiedTime,10,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSettings,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MembershipSettings,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MembershipSettings,InactivateUserOnPastDue,3,,YES,bit,,,,,,,,
fsp-165587,dbo,MembershipSettings,AssignToRoleOnPastDue,4,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MembershipSettings,SendNotificationOnPastDue,5,,YES,bit,,,,,,,,
fsp-165587,dbo,MembershipSettings,InactivateUserOnCancelled,6,,YES,bit,,,,,,,,
fsp-165587,dbo,MembershipSettings,AssignToRoleOnCancelled,7,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MembershipSettings,SendNotificationOnCancelled,8,,YES,bit,,,,,,,,
fsp-165587,dbo,MembershipSettings,RequireTOSAcceptance,9,,YES,bit,,,,,,,,
fsp-165587,dbo,MembershipSettings,TOSUrl,10,,YES,nvarchar,500,1000,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MembershipSettings,LastModifiedTime,11,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSubscriptions,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MembershipSubscriptions,SubscriptionId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MembershipSubscriptions,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MembershipSubscriptions,MembershipId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MembershipSubscriptions,UserId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MembershipSubscriptions,Status,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MembershipSubscriptions,CreatedLocal,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSubscriptions,CreatedUtc,8,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSubscriptions,ExpiresLocal,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSubscriptions,ExpiresUtc,10,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSubscriptions,Amount,11,,NO,decimal,,,11,10,2,,,
fsp-165587,dbo,MembershipSubscriptions,Recurring,12,,NO,bit,,,,,,,,
fsp-165587,dbo,MembershipSubscriptions,ActivationDate,13,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSubscriptions,CancelledAtUtc,14,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSubscriptions,CancelledBy,15,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MembershipSubscriptions,LastModifiedTime,16,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSubscriptions,LocationId,17,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MembershipSubscriptions,PayableByAccount,18,,YES,bit,,,,,,,,
fsp-165587,dbo,MembershipSubscriptions,CreditCardChargingAt,19,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSubscriptionsHistory,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MembershipSubscriptionsHistory,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MembershipSubscriptionsHistory,SubscriptionId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MembershipSubscriptionsHistory,EventUserId,4,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MembershipSubscriptionsHistory,EventDateUtc,5,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MembershipSubscriptionsHistory,EventType,6,,NO,nvarchar,15,30,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MembershipSubscriptionsHistory,EventData,7,,NO,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MembershipSubscriptionsHistory,LastModifiedTime,8,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MeterRecordSegments,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MeterRecordSegments,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MeterRecordSegments,FlightRecordId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MeterRecordSegments,MeterRecordId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MeterRecordSegments,SegmentId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MeterRecordSegments,Minutes,6,,YES,int,,,10,10,0,,,
fsp-165587,dbo,MeterRecordSegments,StartTime,7,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MeterRecordSegments,EndTime,8,,YES,datetime,,,,,,3,,
fsp-165587,dbo,MeterRecordSegments,SegmentOrder,9,,NO,int,,,10,10,0,,,
fsp-165587,dbo,MeterRecordSegments,ReservationId,10,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MeterRecordSegments,AircraftId,11,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,MSchange_tracking_history,internal_table_name,1,,NO,nvarchar,128,256,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MSchange_tracking_history,table_name,2,,NO,nvarchar,128,256,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,MSchange_tracking_history,start_time,3,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MSchange_tracking_history,end_time,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,MSchange_tracking_history,rows_cleaned_up,5,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MSchange_tracking_history,cleanup_version,6,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,MSchange_tracking_history,comments,7,,NO,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,OperatorAirportIdentifiers,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,OperatorAirportIdentifiers,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,OperatorAirportIdentifiers,AirportId,3,,NO,nvarchar,10,20,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,OperatorSettings,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,OperatorSettings,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,OperatorSettings,DispatchSheetCustomMessage,3,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,OperatorSettings,ShowMXStateOnSchedule,4,,YES,bit,,,,,,,,
fsp-165587,dbo,OperatorSettings,ShowMXRemindersDuringBooking,5,,YES,bit,,,,,,,,
fsp-165587,dbo,OperatorSettings,ShowSquawksDuringBooking,6,,YES,bit,,,,,,,,
fsp-165587,dbo,OperatorSettings,LastModifiedTime,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,OperatorSettings,AccountOwnerUserId,8,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,OperatorSettings,PrimaryUserId,9,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,OperatorSettings,BillingContactUserId,10,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,OperatorSettings,BillingCCEmails,11,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,OperatorSettings,LastCompanyContactUpdate,12,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Parts,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,Parts,PartId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Parts,CourseId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Parts,OperatorId,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,Parts,LessonId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Parts,Name,6,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,Parts,Order,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,Parts,Visible,8,,NO,bit,,,,,,,,
fsp-165587,dbo,Parts,IsLocked,9,,NO,bit,,,,,,,,
fsp-165587,dbo,PeopleGroupActivityTypes,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,PeopleGroupActivityTypes,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,PeopleGroupActivityTypes,PeopleGroupId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PeopleGroupActivityTypes,ActivityTypeId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PeopleGroupActivityTypes,CreatedAt,5,,NO,datetime,,,,,,3,,
fsp-165587,dbo,PeopleGroupActivityTypes,LastModifiedTime,6,,NO,datetime,,,,,,3,,
fsp-165587,dbo,PeopleGroups,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,PeopleGroups,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,PeopleGroups,PeopleGroupId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PeopleGroups,GroupName,4,,NO,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,PeopleGroups,Active,5,,NO,bit,,,,,,,,
fsp-165587,dbo,PeopleGroups,GroupOwnerUserId,6,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PeopleGroups,Deleted,7,,NO,bit,,,,,,,,
fsp-165587,dbo,PeopleGroups,CreatedAt,8,,NO,datetime,,,,,,3,,
fsp-165587,dbo,PeopleGroups,LastModifiedTime,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,PersonNotes,UserGuidId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PersonNotes,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,PersonNotes,Note,3,,NO,nvarchar,1000,2000,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,PersonNotes,CreatedByUserId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PersonNotes,CreatedAtUTC,5,,YES,datetime,,,,,,3,,
fsp-165587,dbo,PersonNotes,PersonNoteId,6,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PersonNotes,Deleted,7,,NO,bit,,,,,,,,
fsp-165587,dbo,PersonNotes,InternalNote,8,,NO,bit,,,,,,,,
fsp-165587,dbo,PersonNotes,LastModifiedTime,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,PersonNotes,OperatorId,10,,NO,int,,,10,10,0,,,
fsp-165587,dbo,Phases,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,Phases,PhaseId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Phases,StageId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Phases,CourseId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Phases,OperatorId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,Phases,Name,6,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
